Date,EmpID,Gender,Age,EthnicGroup,FP,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
01 November 2017,41042,F,36,Group D,PT,No,Midwest,09 August 2013,Hourly,Unknown,30-49,84,2.8,0
01 November 2017,41050,M,28,Group F,PT,No,Midwest,29 December 2007,Hourly,Unknown,20-29,2134,71.13,0
01 November 2017,41058,F,23,Group C,PT,No,Midwest,26 October 2011,Hourly,Unknown,20-29,737,24.57,0
01 November 2017,41082,F,22,Group F,PT,No,Midwest,18 February 2010,Hourly,Unknown,20-29,1352,45.07,0
01 November 2017,41288,F,21,Group B,FT,No,Midwest,02 March 2012,Hourly,Unknown,20-29,609,20.3,0
01 November 2017,41292,F,21,Group D,PT,No,Midwest,03 November 2012,Hourly,Unknown,20-29,363,12.1,0
01 November 2017,41332,M,25,Group G,FT,No,Midwest,20 October 2009,Hourly,Unknown,20-29,1473,49.1,0
01 November 2017,41344,M,65,Group F,PT,No,Midwest,30 August 2005,Hourly,Unknown,50-65,2985,99.5,0
01 November 2017,41372,F,30,Group G,FT,No,Midwest,26 July 2013,Hourly,Unknown,30-49,98,3.27,0
01 November 2017,41388,F,21,Group B,FT,No,South,26 June 2013,Hourly,Unknown,20-29,128,4.27,0
01 November 2017,41416,M,20,Group C,PT,No,South,28 August 2013,Hourly,Unknown,20-29,65,2.17,0
01 November 2017,41420,M,19,Group C,PT,No,South,18 April 2013,Hourly,Unknown,20-29,197,6.57,0
01 November 2017,41510,M,24,Group A,PT,No,South,26 October 2011,Hourly,Unknown,20-29,737,24.57,0
01 November 2017,41512,F,20,Group G,PT,No,South,25 August 2012,Hourly,Unknown,20-29,433,14.43,0
01 November 2017,41518,M,51,Group C,PT,No,South,12 July 2013,Hourly,Unknown,50-65,112,3.73,0
01 November 2017,41692,M,47,Group D,FT,No,South,22 November 2012,Hourly,Unknown,30-49,344,11.47,0
01 November 2017,42106,M,58,Group B,PT,No,South,23 August 2012,Hourly,Unknown,50-65,435,14.5,0
01 November 2017,42236,M,64,Group G,FT,No,South,15 June 2011,Hourly,Unknown,50-65,870,29,0
01 November 2017,42238,F,20,Group B,PT,No,South,20 October 2012,Hourly,Unknown,20-29,377,12.57,0
01 November 2017,42680,M,62,Group D,PT,No,South,20 June 2013,Hourly,Unknown,50-65,134,4.47,0
01 November 2017,42684,M,24,Group A,FT,No,South,14 February 2006,Hourly,Unknown,20-29,2817,93.9,0
01 November 2017,42708,M,61,Group E,PT,No,South,27 October 2011,Hourly,Unknown,50-65,736,24.53,0
01 November 2017,42804,F,23,Group F,PT,No,South,07 September 2012,Hourly,Unknown,20-29,420,14,0
01 November 2017,42892,M,58,Group G,FT,No,South,19 June 2007,Hourly,Unknown,50-65,2327,77.57,0
01 November 2017,42896,M,19,Group B,PT,No,South,14 August 2013,Hourly,Unknown,20-29,79,2.63,0
01 November 2017,42924,F,23,Group E,PT,No,South,23 June 2011,Hourly,Unknown,20-29,862,28.73,0
01 November 2017,43058,M,36,Group C,PT,No,South,16 August 2013,Hourly,Unknown,30-49,77,2.57,0
01 November 2017,43128,M,22,Group B,PT,No,South,25 February 2012,Hourly,Unknown,20-29,615,20.5,0
01 November 2017,43134,F,19,Group E,PT,No,South,31 July 2013,Hourly,Unknown,20-29,93,3.1,0
01 November 2017,43308,M,17,Group C,PT,No,South,31 October 2012,Hourly,Unknown,20-29,366,12.2,0
01 November 2017,43336,M,21,Group E,PT,No,South,31 March 2012,Hourly,Unknown,20-29,580,19.33,0
01 November 2017,43340,F,22,Group G,FT,No,South,20 August 2013,Hourly,Unknown,20-29,73,2.43,0
01 November 2017,43342,F,22,Group F,FT,No,South,31 March 2012,Hourly,Unknown,20-29,580,19.33,0
01 November 2017,43350,M,68,Group E,PT,Yes,South,06 November 2013,Hourly,Unknown,50-65,0,0,0
01 November 2017,43356,F,22,Group B,FT,No,South,02 September 2009,Hourly,Unknown,20-29,1521,50.7,0
01 November 2017,43376,F,47,Group A,PT,No,North,16 October 2012,Hourly,Unknown,30-49,381,12.7,0
01 November 2017,43380,M,26,Group C,PT,No,North,05 July 2012,Hourly,Unknown,20-29,484,16.13,0
01 November 2017,43414,F,18,Group E,FT,No,North,26 September 2013,Hourly,Unknown,20-29,36,1.2,0
01 November 2017,43430,F,48,Group A,FT,No,North,16 September 2011,Hourly,Unknown,30-49,777,25.9,0
01 November 2017,43432,F,35,Group C,FT,No,North,10 March 2011,Hourly,Unknown,30-49,967,32.23,0
01 November 2017,43438,M,59,Group G,FT,No,North,19 July 2012,Hourly,Unknown,50-65,470,15.67,0
01 November 2017,43440,F,25,Group G,FT,No,North,31 May 2007,Hourly,Unknown,20-29,2346,78.2,0
01 November 2017,43526,M,57,Group C,FT,No,North,26 April 2008,Hourly,Unknown,50-65,2015,67.17,0
01 November 2017,43538,M,25,Group C,PT,No,North,12 June 2008,Hourly,Unknown,20-29,1968,65.6,0
01 November 2017,43570,F,19,Group A,PT,Yes,North,06 November 2013,Hourly,Unknown,20-29,0,0,0
01 November 2017,43606,F,23,Group B,PT,No,North,31 August 2011,Hourly,Unknown,20-29,793,26.43,0
01 November 2017,43610,M,24,Group C,PT,No,North,20 March 2007,Hourly,Unknown,20-29,2418,80.6,0
01 November 2017,43612,M,54,Group G,PT,No,North,27 February 2007,Hourly,Unknown,50-65,2439,81.3,0
01 November 2017,43626,M,18,Group F,PT,Yes,North,29 November 2013,Hourly,Unknown,20-29,0,0,0
01 November 2017,43672,F,22,Group D,FT,No,North,03 November 2006,Hourly,Unknown,20-29,2555,85.17,0
01 November 2017,43678,M,59,Group A,FT,No,North,09 April 2007,Hourly,Unknown,50-65,2398,79.93,0
01 November 2017,43682,M,63,Group F,PT,Yes,North,13 November 2013,Hourly,Unknown,50-65,0,0,0
01 November 2017,43728,F,22,Group D,PT,No,North,03 October 2011,Hourly,Unknown,20-29,760,25.33,0
01 November 2017,43738,M,22,Group D,PT,No,North,22 June 2010,Hourly,Unknown,20-29,1228,40.93,0
01 November 2017,43776,M,26,Group D,PT,No,Midwest,06 July 2005,Hourly,Unknown,20-29,3040,101.33,0
01 November 2017,43784,F,20,Group B,PT,No,Midwest,15 August 2013,Hourly,Unknown,20-29,78,2.6,0
01 November 2017,43790,F,64,Group D,FT,No,Midwest,01 August 2009,Hourly,Unknown,50-65,1553,51.77,0
01 November 2017,43918,M,49,Group A,PT,No,Midwest,09 March 2010,Hourly,Unknown,30-49,1333,44.43,0
01 November 2017,43990,M,19,Group A,PT,No,Midwest,19 September 2013,Hourly,Unknown,20-29,43,1.43,0
01 November 2017,44032,F,22,Group A,PT,No,Midwest,28 October 2013,Hourly,Unknown,20-29,4,0.13,0
01 November 2017,44038,M,46,Group G,PT,No,Midwest,12 October 2013,Hourly,Unknown,30-49,20,0.67,0
01 November 2017,44044,M,62,Group A,PT,No,Midwest,13 February 2007,Hourly,Unknown,50-65,2453,81.77,0
01 November 2017,44062,M,31,Group C,FT,No,Midwest,12 August 2006,Hourly,Unknown,30-49,2638,87.93,0
01 November 2017,44066,M,20,Group C,FT,No,Midwest,26 March 2013,Hourly,Unknown,20-29,220,7.33,0
01 November 2017,44110,M,26,Group D,PT,No,Midwest,24 June 2009,Hourly,Unknown,20-29,1591,53.03,0
01 November 2017,44114,M,19,Group G,PT,No,Midwest,11 July 2013,Hourly,Unknown,20-29,113,3.77,0
01 November 2017,49036,M,54,Group G,FT,No,Central,13 October 2005,Hourly,Unknown,50-65,2941,98.03,0
01 November 2017,49040,F,47,Group F,PT,No,South,02 June 2010,Hourly,Unknown,30-49,1248,41.6,0
01 November 2017,49142,M,33,Group A,PT,No,Midwest,22 March 2008,Hourly,Unknown,30-49,2050,68.33,0
01 November 2017,49164,F,52,Group A,FT,No,South,17 April 2008,Hourly,Unknown,50-65,2024,67.47,0
01 November 2017,49188,F,50,Group B,FT,No,Midwest,10 March 1981,Hourly,Unknown,50-65,11924,397.47,0
01 November 2017,49216,F,40,Group D,FT,No,Central,15 May 2013,Hourly,Unknown,30-49,170,5.67,0
01 November 2017,49232,M,50,Group E,FT,No,Northwest,05 July 2012,Hourly,Unknown,50-65,484,16.13,0
01 November 2017,49296,M,39,Group F,PT,No,Northwest,06 December 2011,Hourly,Unknown,30-49,696,23.2,0
01 November 2017,49302,F,21,Group A,PT,No,North,13 December 2007,Hourly,Unknown,20-29,2150,71.67,0
01 November 2017,49368,M,23,Group E,PT,No,West,14 November 2012,Hourly,Unknown,20-29,352,11.73,0
01 November 2017,49376,F,30,Group G,FT,No,West,09 January 2013,Hourly,Unknown,30-49,296,9.87,0
01 November 2017,49416,M,31,Group E,PT,No,Central,02 November 2011,Hourly,Unknown,30-49,730,24.33,0
01 November 2017,49444,M,27,Group F,PT,No,South,21 September 2012,Hourly,Unknown,20-29,406,13.53,0
01 November 2017,49550,M,48,Group G,FT,No,West,16 March 2008,Hourly,Unknown,30-49,2056,68.53,0
01 November 2017,49576,F,57,Group E,PT,No,West,01 November 2012,Hourly,Unknown,50-65,365,12.17,0
01 November 2017,49666,F,33,Group A,FT,No,Midwest,26 January 2007,Hourly,Unknown,30-49,2471,82.37,0
01 November 2017,49716,F,61,Group E,FT,No,Central,27 July 2007,Hourly,Unknown,50-65,2289,76.3,0
01 November 2017,49748,F,51,Group E,FT,No,Northwest,21 November 2001,Hourly,Unknown,50-65,4363,145.43,0
01 November 2017,49776,F,28,Group A,FT,No,North,12 July 2006,Hourly,Unknown,20-29,2669,88.97,0
01 November 2017,49794,F,42,Group G,FT,No,South,18 January 1989,Hourly,Unknown,30-49,9053,301.77,0
01 November 2017,49832,F,29,Group F,FT,No,West,14 July 2004,Hourly,Unknown,20-29,3397,113.23,0
01 November 2017,49848,M,46,Group B,FT,No,West,15 March 2012,Hourly,Unknown,30-49,596,19.87,0
01 November 2017,49932,F,22,Group E,PT,No,Central,18 October 2013,Hourly,Unknown,20-29,14,0.47,0
01 November 2017,49976,F,20,Group B,PT,No,West,09 August 2012,Hourly,Unknown,20-29,449,14.97,0
01 November 2017,50272,M,21,Group F,FT,No,North,20 March 2012,Hourly,Unknown,20-29,591,19.7,0
01 November 2017,50278,F,56,Group F,FT,No,North,13 October 2000,Hourly,Unknown,50-65,4767,158.9,0
01 November 2017,50282,F,54,Group D,PT,No,South,15 October 2002,Hourly,Unknown,50-65,4035,134.5,0
01 November 2017,50294,F,20,Group E,PT,Yes,Central,19 November 2013,Hourly,Unknown,20-29,0,0,0
01 November 2017,50304,F,31,Group F,FT,No,Central,23 July 2009,Hourly,Unknown,30-49,1562,52.07,0
01 November 2017,50306,F,43,Group C,FT,No,Central,08 November 2005,Hourly,Unknown,30-49,2915,97.17,0
01 November 2017,50312,F,45,Group D,FT,No,Northwest,31 August 2012,Hourly,Unknown,30-49,427,14.23,0
01 November 2017,50318,F,42,Group A,FT,No,Midwest,13 September 2005,Hourly,Unknown,30-49,2971,99.03,0
01 November 2017,50322,F,29,Group G,FT,No,West,01 December 2007,Hourly,Unknown,20-29,2162,72.07,0
01 November 2017,50332,M,22,Group B,PT,No,North,18 December 2012,Hourly,Unknown,20-29,318,10.6,0
01 November 2017,50336,F,29,Group A,FT,No,West,15 September 2005,Hourly,Unknown,20-29,2969,98.97,0
01 November 2017,50340,F,26,Group F,FT,No,Northwest,24 June 2012,Hourly,Unknown,20-29,495,16.5,0
01 November 2017,50342,F,32,Group C,FT,No,Central,01 May 2008,Hourly,Unknown,30-49,2010,67,0
01 November 2017,50378,F,35,Group A,FT,No,North,07 September 2012,Hourly,Unknown,30-49,420,14,0
01 November 2017,50384,F,22,Group A,PT,No,Midwest,13 September 2011,Hourly,Unknown,20-29,780,26,0
01 November 2017,50386,F,22,Group A,FT,No,North,11 September 2010,Hourly,Unknown,20-29,1147,38.23,0
01 November 2017,50396,F,21,Group A,FT,No,Midwest,11 October 2012,Hourly,Unknown,20-29,386,12.87,0
01 November 2017,50426,F,42,Group E,FT,No,Northwest,30 June 2004,Hourly,Unknown,30-49,3411,113.7,0
01 November 2017,50438,F,58,Group G,FT,No,West,29 March 2005,Hourly,Unknown,50-65,3139,104.63,0
01 November 2017,50470,F,57,Group D,FT,No,Midwest,21 November 1974,Hourly,Unknown,50-65,14225,474.17,0
01 November 2017,50472,F,23,Group B,PT,No,West,13 September 2011,Hourly,Unknown,20-29,780,26,0
01 November 2017,50812,M,21,Group B,PT,No,Northwest,23 February 2013,Hourly,Unknown,20-29,251,8.37,0
01 November 2017,50838,M,24,Group G,FT,No,West,23 April 2010,Hourly,Unknown,20-29,1288,42.93,0
01 November 2017,50854,M,19,Group F,PT,No,Northwest,18 July 2013,Hourly,Unknown,20-29,106,3.53,0
01 November 2017,50884,F,56,Group E,FT,No,North,15 April 2005,Hourly,Unknown,50-65,3122,104.07,0
01 November 2017,51010,M,34,Group B,FT,No,West,05 August 2009,Hourly,Unknown,30-49,1549,51.63,0
01 November 2017,51134,M,23,Group B,PT,No,Central,07 August 2013,Hourly,Unknown,20-29,86,2.87,0
01 November 2017,51146,F,35,Group D,FT,No,Central,24 June 1995,Hourly,Unknown,30-49,6705,223.5,0
01 November 2017,51166,F,23,Group E,PT,No,Central,10 May 2013,Hourly,Unknown,20-29,175,5.83,0
01 November 2017,51236,F,70,Group B,FT,No,Central,15 April 2004,Hourly,Unknown,50-65,3487,116.23,0
01 November 2017,51312,M,27,Group D,FT,No,Northwest,22 September 2004,Hourly,Unknown,20-29,3327,110.9,0
01 November 2017,51316,F,67,Group C,FT,No,Northwest,30 October 2007,Hourly,Unknown,50-65,2194,73.13,0
01 November 2017,51324,M,30,Group B,FT,No,Northwest,18 March 2004,Hourly,Unknown,30-49,3515,117.17,0
01 November 2017,51338,M,45,Group A,FT,No,Northwest,02 November 2012,Hourly,Unknown,30-49,364,12.13,0
01 November 2017,51340,F,22,Group G,PT,No,Northwest,06 June 2013,Hourly,Unknown,20-29,148,4.93,0
01 November 2017,51548,M,49,Group B,FT,No,Central,14 December 2008,Hourly,Unknown,30-49,1783,59.43,0
01 November 2017,51622,F,40,Group D,FT,No,Central,23 June 1998,Hourly,Unknown,30-49,5610,187,0
01 November 2017,51690,F,20,Group A,PT,Yes,West,15 November 2013,Hourly,Unknown,20-29,0,0,0
01 November 2017,51776,M,25,Group A,PT,No,West,26 June 2013,Hourly,Unknown,20-29,128,4.27,0
01 November 2017,51812,M,59,Group E,PT,Yes,West,15 November 2013,Hourly,Unknown,50-65,0,0,0
01 November 2017,51916,F,56,Group C,FT,No,South,13 May 2003,Hourly,Unknown,50-65,3825,127.5,0
01 November 2017,51922,M,50,Group G,FT,No,South,12 August 2004,Hourly,Unknown,50-65,3368,112.27,0
01 November 2017,51974,F,24,Group E,PT,No,Northwest,02 August 2011,Hourly,Unknown,20-29,822,27.4,0
01 November 2017,51994,M,57,Group E,PT,No,Northwest,10 November 2004,Hourly,Unknown,50-65,3278,109.27,0
01 November 2017,52004,M,22,Group B,PT,No,Northwest,25 January 2013,Hourly,Unknown,20-29,280,9.33,0
01 November 2017,52010,M,34,Group F,PT,No,Northwest,01 May 2003,Hourly,Unknown,30-49,3837,127.9,0
01 November 2017,52018,M,43,Group F,FT,No,Northwest,10 January 2012,Hourly,Unknown,30-49,661,22.03,0
01 November 2017,52024,M,19,Group E,PT,No,Northwest,15 August 2013,Hourly,Unknown,20-29,78,2.6,0
01 November 2017,52212,M,65,Group E,PT,No,Northwest,13 September 2006,Hourly,Unknown,50-65,2606,86.87,0
01 November 2017,52238,M,43,Group E,PT,No,Northwest,13 July 2005,Hourly,Unknown,30-49,3033,101.1,0
01 November 2017,52248,M,42,Group B,FT,No,West,16 November 2011,Hourly,Unknown,30-49,716,23.87,0
01 November 2017,52290,M,63,Group G,PT,No,West,30 October 2007,Hourly,Unknown,50-65,2194,73.13,0
01 November 2017,52292,M,34,Group D,FT,No,West,07 June 2005,Hourly,Unknown,30-49,3069,102.3,0
01 November 2017,52304,M,21,Group D,PT,No,Northwest,24 October 2013,Hourly,Unknown,20-29,8,0.27,0
01 November 2017,52332,M,60,Group C,PT,No,South,22 January 2002,Hourly,Unknown,50-65,4301,143.37,0
01 November 2017,52424,M,53,Group C,PT,No,Central,23 May 2013,Hourly,Unknown,50-65,162,5.4,0
01 November 2017,52446,M,23,Group B,PT,No,Northwest,15 February 2013,Hourly,Unknown,20-29,259,8.63,0
01 November 2017,52536,M,42,Group D,FT,No,Central,25 November 2003,Hourly,Unknown,30-49,3629,120.97,0
01 November 2017,52566,M,56,Group B,FT,No,Central,23 September 2009,Hourly,Unknown,50-65,1500,50,0
01 November 2017,52576,M,41,Group C,PT,No,Central,19 October 2012,Hourly,Unknown,30-49,378,12.6,0
01 November 2017,52578,M,27,Group E,PT,No,Northwest,21 September 2013,Hourly,Unknown,20-29,41,1.37,0
01 November 2017,52652,M,46,Group A,FT,Yes,Northwest,15 November 2013,Hourly,Unknown,30-49,0,0,0
01 November 2017,52682,M,41,Group G,PT,No,Central,04 April 2002,Hourly,Unknown,30-49,4229,140.97,0
01 November 2017,52698,M,50,Group E,PT,No,West,07 May 2013,Hourly,Unknown,50-65,178,5.93,0
01 November 2017,52764,M,30,Group F,FT,No,Central,06 April 2010,Hourly,Unknown,30-49,1305,43.5,0
01 November 2017,52770,F,19,Group E,PT,No,Northwest,12 July 2012,Hourly,Unknown,20-29,477,15.9,0
01 November 2017,52826,M,55,Group C,FT,No,Northwest,01 March 2006,Hourly,Unknown,50-65,2802,93.4,0
01 November 2017,52834,M,22,Group G,FT,No,Northwest,25 January 2012,Salary,Unknown,20-29,646,21.53,0
01 November 2017,52926,F,45,Group A,PT,No,North,11 May 1988,Hourly,Unknown,30-49,9305,310.17,0
01 November 2017,52934,M,26,Group B,PT,No,North,14 April 2007,Hourly,Unknown,20-29,2393,79.77,0
01 November 2017,52954,M,51,Group G,FT,No,North,28 February 1989,Salary,Unknown,50-65,9012,300.4,0
01 November 2017,52966,F,24,Group E,PT,No,North,15 April 2009,Hourly,Unknown,20-29,1661,55.37,0
01 November 2017,52968,M,36,Group F,FT,No,North,28 March 2007,Salary,Unknown,30-49,2410,80.33,0
01 November 2017,52970,M,37,Group A,FT,No,North,12 October 1996,Salary,Unknown,30-49,6229,207.63,0
01 November 2017,52972,F,24,Group C,PT,No,North,09 October 2007,Hourly,Unknown,20-29,2215,73.83,0
01 November 2017,52980,M,69,Group A,PT,No,North,01 June 2011,Hourly,Unknown,50-65,884,29.47,0
01 November 2017,52982,M,27,Group G,FT,No,North,29 June 2006,Hourly,Unknown,20-29,2682,89.4,0
01 November 2017,52984,M,45,Group A,FT,No,North,10 November 1988,Hourly,Unknown,30-49,9122,304.07,0
01 November 2017,52986,F,19,Group C,PT,No,North,13 July 2012,Hourly,Unknown,20-29,476,15.87,0
01 November 2017,53004,M,34,Group A,FT,No,North,26 November 1998,Hourly,Unknown,30-49,5454,181.8,0
01 November 2017,53176,F,45,Group G,FT,No,Midwest,25 November 1992,Hourly,Unknown,30-49,7646,254.87,0
01 November 2017,53218,M,67,Group C,PT,No,Midwest,15 May 2009,Hourly,Unknown,50-65,1631,54.37,0
01 November 2017,53250,F,44,Group E,FT,No,South,04 May 2010,Salary,Unknown,30-49,1277,42.57,0
01 November 2017,53266,M,51,Group F,FT,No,South,11 June 1991,Hourly,Unknown,50-65,8179,272.63,0
01 November 2017,53290,F,21,Group G,PT,No,South,15 August 2012,Hourly,Unknown,20-29,443,14.77,0
01 November 2017,53292,F,40,Group E,FT,No,South,04 June 1993,Salary,Unknown,30-49,7455,248.5,0
01 November 2017,53368,F,37,Group G,FT,No,South,23 March 2012,Hourly,Unknown,30-49,588,19.6,0
01 November 2017,53370,M,45,Group D,FT,No,South,20 May 1986,Salary,Unknown,30-49,10027,334.23,0
01 November 2017,53402,F,33,Group B,FT,No,South,20 August 2009,Salary,Unknown,30-49,1534,51.13,0
01 November 2017,53410,F,36,Group G,FT,Yes,South,08 November 2013,Hourly,Unknown,30-49,0,0,0
01 November 2017,53412,M,48,Group F,FT,No,South,25 April 2006,Salary,Unknown,30-49,2747,91.57,0
01 November 2017,53554,F,31,Group F,FT,No,Central,28 March 2006,Salary,Unknown,30-49,2775,92.5,0
01 November 2017,53612,F,53,Group E,FT,No,Central,02 October 2001,Salary,Unknown,50-65,4413,147.1,0
01 November 2017,53616,F,21,Group C,PT,No,Central,15 August 2013,Hourly,Unknown,20-29,78,2.6,0
01 November 2017,53652,M,41,Group A,FT,No,Central,21 December 1990,Salary,Unknown,30-49,8351,278.37,0
01 November 2017,53726,F,26,Group F,PT,No,Central,12 April 2012,Hourly,Unknown,20-29,568,18.93,0
01 November 2017,53752,M,40,Group A,PT,No,Central,20 November 2007,Hourly,Unknown,30-49,2173,72.43,0
01 November 2017,53804,F,27,Group B,FT,No,Central,31 October 2005,Hourly,Unknown,20-29,2923,97.43,0
01 November 2017,53826,F,50,Group G,FT,No,West,29 August 2006,Salary,Unknown,50-65,2621,87.37,0
01 November 2017,53838,M,45,Group A,FT,Yes,West,28 November 2013,Salary,Unknown,30-49,0,0,0
01 November 2017,53874,F,23,Group D,PT,Yes,West,01 November 2013,Hourly,Unknown,20-29,0,0,0
01 November 2017,53876,F,28,Group E,FT,No,West,22 August 2013,Hourly,Unknown,20-29,71,2.37,0
01 November 2017,53938,F,19,Group F,PT,No,West,09 May 2013,Hourly,Unknown,20-29,176,5.87,0
01 November 2017,53952,M,18,Group B,PT,No,West,06 July 2013,Hourly,Unknown,20-29,118,3.93,0
01 November 2017,53988,F,22,Group D,PT,No,West,26 January 2012,Hourly,Unknown,20-29,645,21.5,0
01 November 2017,53992,F,61,Group D,FT,No,West,23 February 2007,Hourly,Unknown,50-65,2443,81.43,0
01 November 2017,54048,M,44,Group A,FT,No,West,27 June 2004,Salary,Unknown,30-49,3414,113.8,0
01 November 2017,54064,F,43,Group B,FT,No,West,14 May 2011,Salary,Unknown,30-49,902,30.07,0
01 November 2017,54082,M,50,Group G,FT,No,West,23 August 2007,Hourly,Unknown,50-65,2262,75.4,0
01 November 2017,54100,M,54,Group B,FT,No,West,15 December 2007,Hourly,Unknown,50-65,2148,71.6,0
01 November 2017,54304,M,24,Group E,PT,No,South,08 June 2011,Hourly,Unknown,20-29,877,29.23,0
01 November 2017,54306,M,37,Group D,PT,No,South,12 October 2011,Hourly,Unknown,30-49,751,25.03,0
01 November 2017,54316,M,23,Group B,PT,No,Northwest,13 September 2006,Hourly,Unknown,20-29,2606,86.87,0
01 November 2017,54338,M,27,Group B,FT,No,North,06 January 2011,Hourly,Unknown,20-29,1030,34.33,0
01 November 2017,54356,M,21,Group E,FT,No,South,27 April 2012,Hourly,Unknown,20-29,553,18.43,0
01 November 2017,54366,M,21,Group D,PT,No,West,07 July 2013,Hourly,Unknown,20-29,117,3.9,0
01 November 2017,54372,F,37,Group G,FT,No,North,10 January 2012,Salary,Unknown,30-49,661,22.03,0
01 November 2017,54384,F,26,Group G,FT,No,North,23 January 2013,Salary,Unknown,20-29,282,9.4,0
01 November 2017,54472,F,68,Group B,FT,No,Northwest,27 August 2002,Salary,Unknown,50-65,4084,136.13,0
01 November 2017,54510,M,44,Group C,FT,No,Northwest,30 October 2007,Hourly,Unknown,30-49,2194,73.13,0
01 November 2017,54518,M,20,Group D,FT,Yes,North,08 November 2013,Hourly,Unknown,20-29,0,0,0
01 November 2017,54528,F,22,Group B,PT,No,Midwest,15 December 2011,Hourly,Unknown,20-29,687,22.9,0
01 November 2017,54552,M,45,Group C,PT,No,Midwest,19 October 2012,Hourly,Unknown,30-49,378,12.6,0
01 November 2017,54556,M,21,Group F,PT,No,South,02 March 2012,Hourly,Unknown,20-29,609,20.3,0
01 November 2017,54564,M,20,Group B,PT,No,South,02 September 2012,Hourly,Unknown,20-29,425,14.17,0
01 November 2017,54582,M,48,Group F,PT,No,Northwest,04 January 2013,Hourly,Unknown,30-49,301,10.03,0
01 November 2017,54614,M,20,Group D,PT,No,South,25 October 2012,Hourly,Unknown,20-29,372,12.4,0
01 November 2017,54662,M,21,Group F,PT,No,North,28 February 2013,Hourly,Unknown,20-29,246,8.2,0
01 November 2017,54890,F,63,Group A,FT,No,West,05 April 2005,Hourly,Unknown,50-65,3132,104.4,0
01 November 2017,54894,F,22,Group F,PT,No,West,26 April 2013,Hourly,Unknown,20-29,189,6.3,0
01 November 2017,54906,F,22,Group F,PT,No,Midwest,15 March 2012,Hourly,Unknown,20-29,596,19.87,0
01 November 2017,54918,F,20,Group C,PT,No,Midwest,31 May 2013,Hourly,Unknown,20-29,154,5.13,0
01 November 2017,55442,F,73,Group G,FT,No,West,11 March 2003,Hourly,Unknown,50-65,3888,129.6,0
01 November 2017,55468,F,19,Group A,PT,No,West,10 May 2012,Hourly,Unknown,20-29,540,18,0
01 November 2017,55512,M,54,Group G,PT,No,West,07 September 2012,Hourly,Unknown,50-65,420,14,0
01 November 2017,55514,M,23,Group D,PT,No,West,15 April 2011,Hourly,Unknown,20-29,931,31.03,0
01 November 2017,55566,M,21,Group A,PT,No,Northwest,29 August 2013,Hourly,Unknown,20-29,64,2.13,0
01 November 2017,55578,M,29,Group B,PT,No,Northwest,07 November 2012,Hourly,Unknown,20-29,359,11.97,0
01 November 2017,55632,F,61,Group B,FT,No,Northwest,13 September 2011,Hourly,Unknown,50-65,780,26,0
01 November 2017,55646,M,19,Group A,FT,Yes,Northwest,13 November 2013,Hourly,Unknown,20-29,0,0,0
01 November 2017,55648,M,55,Group B,FT,No,Northwest,14 July 2004,Hourly,Unknown,50-65,3397,113.23,0
01 November 2017,55650,M,22,Group E,PT,No,North,26 September 2008,Hourly,Unknown,20-29,1862,62.07,0
01 November 2017,55666,M,20,Group D,PT,No,South,13 July 2011,Hourly,Unknown,20-29,842,28.07,0
01 November 2017,55700,F,51,Group B,FT,No,Central,30 August 2005,Hourly,Unknown,50-65,2985,99.5,0
01 November 2017,55704,M,51,Group G,FT,No,Central,10 May 2005,Hourly,Unknown,50-65,3097,103.23,0
01 November 2017,55722,M,39,Group C,PT,No,Central,04 May 2010,Hourly,Unknown,30-49,1277,42.57,0
01 November 2017,55726,M,41,Group E,FT,No,Central,23 October 2008,Hourly,Unknown,30-49,1835,61.17,0
01 November 2017,55730,M,21,Group A,PT,No,Central,27 August 2010,Hourly,Unknown,20-29,1162,38.73,0
01 November 2017,55734,M,45,Group F,PT,No,Central,30 April 2008,Hourly,Unknown,30-49,2011,67.03,0
01 November 2017,55750,M,39,Group A,FT,No,Central,24 August 2011,Hourly,Unknown,30-49,800,26.67,0
01 November 2017,55770,M,29,Group E,PT,No,North,11 August 2000,Hourly,Unknown,20-29,4830,161,0
01 November 2017,55776,F,23,Group E,PT,No,South,01 February 2012,Hourly,Unknown,20-29,639,21.3,0
01 November 2017,55778,M,42,Group B,PT,No,South,18 May 2011,Hourly,Unknown,30-49,898,29.93,0
01 November 2017,55780,M,63,Group A,PT,No,North,18 August 2011,Hourly,Unknown,50-65,806,26.87,0
01 November 2017,56246,M,33,Group E,PT,No,Central,04 October 2001,Hourly,Unknown,30-49,4411,147.03,0
01 November 2017,56276,M,23,Group G,PT,No,Central,21 May 2013,Hourly,Unknown,20-29,164,5.47,0
01 November 2017,56292,F,32,Group G,FT,No,Central,11 December 2007,Hourly,Unknown,30-49,2152,71.73,0
01 November 2017,56296,M,55,Group D,FT,No,Central,26 March 2010,Hourly,Unknown,50-65,1316,43.87,0
01 November 2017,56314,M,48,Group C,PT,No,Central,09 August 2012,Hourly,Unknown,30-49,449,14.97,0
01 November 2017,56330,M,52,Group E,FT,No,West,17 November 2009,Hourly,Unknown,50-65,1445,48.17,0
01 November 2017,56334,F,24,Group G,PT,No,West,27 March 2013,Hourly,Unknown,20-29,219,7.3,0
